Year,Section Notation,Industry Section Name,Fuel,Value,Marker
2012,H,"Underground, metro other non interurban rail services",Coal,0.0,
2013,H,"Underground, metro other non interurban rail services",Coal,0.0,
2014,H,"Underground, metro other non interurban rail services",Coal,0.0,
2015,H,"Underground, metro other non interurban rail services",Coal,0.0,
2016,H,"Underground, metro other non interurban rail services",Coal,0.0,
2017,H,"Underground, metro other non interurban rail services",Coal,0.0,
2018,H,"Underground, metro other non interurban rail services",Coal,0.0,
2019,H,"Underground, metro other non interurban rail services",Coal,0.0,
2020,H,"Underground, metro other non interurban rail services",Coal,0.0,
2021,H,"Underground, metro other non interurban rail services",Coal,0.0,
1990,H,Taxis and other renting of private cars with driver,Coal,0.0,
1991,H,Taxis and other renting of private cars with driver,Coal,0.0,
1992,H,Taxis and other renting of private cars with driver,Coal,0.0,
1993,H,Taxis and other renting of private cars with driver,Coal,0.0,
1994,H,Taxis and other renting of private cars with driver,Coal,0.0,
1995,H,Taxis and other renting of private cars with driver,Coal,0.0,
1996,H,Taxis and other renting of private cars with driver,Coal,0.0,
1997,H,Taxis and other renting of private cars with driver,Coal,0.0,
1998,H,Taxis and other renting of private cars with driver,Coal,0.0,
1999,H,Taxis and other renting of private cars with driver,Coal,0.0,
2000,H,Taxis and other renting of private cars with driver,Coal,0.0,
2001,H,Taxis and other renting of private cars with driver,Coal,0.0,
2002,H,Taxis and other renting of private cars with driver,Coal,0.0,
2003,H,Taxis and other renting of private cars with driver,Coal,0.0,
2004,H,Taxis and other renting of private cars with driver,Coal,0.0,
2005,H,Taxis and other renting of private cars with driver,Coal,0.0,
2006,H,Taxis and other renting of private cars with driver,Coal,0.0,
2007,H,Taxis and other renting of private cars with driver,Coal,0.0,
2008,H,Taxis and other renting of private cars with driver,Coal,0.0,
2009,H,Taxis and other renting of private cars with driver,Coal,0.0,
2010,H,Taxis and other renting of private cars with driver,Coal,0.0,
2011,H,Taxis and other renting of private cars with driver,Coal,0.0,
2012,H,Taxis and other renting of private cars with driver,Coal,0.0,
2013,H,Taxis and other renting of private cars with driver,Coal,0.0,
2014,H,Taxis and other renting of private cars with driver,Coal,0.0,
2015,H,Taxis and other renting of private cars with driver,Coal,0.0,
2016,H,Taxis and other renting of private cars with driver,Coal,0.0,
2017,H,Taxis and other renting of private cars with driver,Coal,0.0,
2018,H,Taxis and other renting of private cars with driver,Coal,0.0,
2019,H,Taxis and other renting of private cars with driver,Coal,0.0,
2020,H,Taxis and other renting of private cars with driver,Coal,0.0,
2021,H,Taxis and other renting of private cars with driver,Coal,0.0,
1990,H,Freight transport by road and removal services,Coal,0.003,
1991,H,Freight transport by road and removal services,Coal,0.003,
1992,H,Freight transport by road and removal services,Coal,0.002,
1993,H,Freight transport by road and removal services,Coal,0.002,
1994,H,Freight transport by road and removal services,Coal,0.002,
1995,H,Freight transport by road and removal services,Coal,0.002,
1996,H,Freight transport by road and removal services,Coal,0.001,
1997,H,Freight transport by road and removal services,Coal,0.001,
1998,H,Freight transport by road and removal services,Coal,0.001,
1999,H,Freight transport by road and removal services,Coal,0.0,
2000,H,Freight transport by road and removal services,Coal,0.0,
2001,H,Freight transport by road and removal services,Coal,0.0,
2002,H,Freight transport by road and removal services,Coal,0.0,
2003,H,Freight transport by road and removal services,Coal,0.0,
2004,H,Freight transport by road and removal services,Coal,0.0,
2005,H,Freight transport by road and removal services,Coal,0.0,
2006,H,Freight transport by road and removal services,Coal,0.0,
2007,H,Freight transport by road and removal services,Coal,0.0,
2008,H,Freight transport by road and removal services,Coal,0.0,
2009,H,Freight transport by road and removal services,Coal,0.001,
2010,H,Freight transport by road and removal services,Coal,0.0,
2011,H,Freight transport by road and removal services,Coal,0.0,
2012,H,Freight transport by road and removal services,Coal,0.0,
2013,H,Freight transport by road and removal services,Coal,0.0,
2014,H,Freight transport by road and removal services,Coal,0.0,
2015,H,Freight transport by road and removal services,Coal,0.0,
2016,H,Freight transport by road and removal services,Coal,0.0,
2017,H,Freight transport by road and removal services,Coal,0.0,
2018,H,Freight transport by road and removal services,Coal,0.0,
2019,H,Freight transport by road and removal services,Coal,0.0,
2020,H,Freight transport by road and removal services,Coal,0.0,
2021,H,Freight transport by road and removal services,Coal,0.0,
1990,H,Transport via pipeline,Coal,0.0,
1991,H,Transport via pipeline,Coal,0.0,
1992,H,Transport via pipeline,Coal,0.0,
1993,H,Transport via pipeline,Coal,0.0,
1994,H,Transport via pipeline,Coal,0.0,
1995,H,Transport via pipeline,Coal,0.0,
1996,H,Transport via pipeline,Coal,0.0,
1997,H,Transport via pipeline,Coal,0.0,
1998,H,Transport via pipeline,Coal,0.0,
1999,H,Transport via pipeline,Coal,0.0,
2000,H,Transport via pipeline,Coal,0.0,
2001,H,Transport via pipeline,Coal,0.0,
2002,H,Transport via pipeline,Coal,0.0,
2003,H,Transport via pipeline,Coal,0.0,
2004,H,Transport via pipeline,Coal,0.0,
2005,H,Transport via pipeline,Coal,0.0,
2006,H,Transport via pipeline,Coal,0.0,
2007,H,Transport via pipeline,Coal,0.0,
2008,H,Transport via pipeline,Coal,0.0,
2009,H,Transport via pipeline,Coal,0.0,
2010,H,Transport via pipeline,Coal,0.0,
2011,H,Transport via pipeline,Coal,0.0,
2012,H,Transport via pipeline,Coal,0.0,
2013,H,Transport via pipeline,Coal,0.0,
2014,H,Transport via pipeline,Coal,0.0,
2015,H,Transport via pipeline,Coal,0.0,
2016,H,Transport via pipeline,Coal,0.0,
2017,H,Transport via pipeline,Coal,0.0,
2018,H,Transport via pipeline,Coal,0.0,
2019,H,Transport via pipeline,Coal,0.0,
2020,H,Transport via pipeline,Coal,0.0,
2021,H,Transport via pipeline,Coal,0.0,
1990,H,Water transport services,Coal,0.0,
1991,H,Water transport services,Coal,0.0,
1992,H,Water transport services,Coal,0.0,
1993,H,Water transport services,Coal,0.0,
1994,H,Water transport services,Coal,0.0,
1995,H,Water transport services,Coal,0.0,
1996,H,Water transport services,Coal,0.0,
1997,H,Water transport services,Coal,0.0,
1998,H,Water transport services,Coal,0.0,
1999,H,Water transport services,Coal,0.0,
2000,H,Water transport services,Coal,0.0,
2001,H,Water transport services,Coal,0.0,
2002,H,Water transport services,Coal,0.0,
2003,H,Water transport services,Coal,0.0,
2004,H,Water transport services,Coal,0.0,
2005,H,Water transport services,Coal,0.0,
2006,H,Water transport services,Coal,0.0,
2007,H,Water transport services,Coal,0.0,
2008,H,Water transport services,Coal,0.0,
2009,H,Water transport services,Coal,0.0,
2010,H,Water transport services,Coal,0.0,
2011,H,Water transport services,Coal,0.0,
2012,H,Water transport services,Coal,0.0,
2013,H,Water transport services,Coal,0.0,
2014,H,Water transport services,Coal,0.0,
2015,H,Water transport services,Coal,0.0,
2016,H,Water transport services,Coal,0.0,
2017,H,Water transport services,Coal,0.0,
2018,H,Water transport services,Coal,0.0,
2019,H,Water transport services,Coal,0.0,
2020,H,Water transport services,Coal,0.0,
2021,H,Water transport services,Coal,0.0,
1990,H,Air transport services,Coal,0.001,
1991,H,Air transport services,Coal,0.001,
1992,H,Air transport services,Coal,0.001,
1993,H,Air transport services,Coal,0.001,
1994,H,Air transport services,Coal,0.001,
1995,H,Air transport services,Coal,0.001,
1996,H,Air transport services,Coal,0.0,
1997,H,Air transport services,Coal,0.0,
1998,H,Air transport services,Coal,0.0,
1999,H,Air transport services,Coal,0.0,
2000,H,Air transport services,Coal,0.0,
2001,H,Air transport services,Coal,0.0,
2002,H,Air transport services,Coal,0.0,
2003,H,Air transport services,Coal,0.0,
2004,H,Air transport services,Coal,0.0,
2005,H,Air transport services,Coal,0.0,
2006,H,Air transport services,Coal,0.0,
2007,H,Air transport services,Coal,0.0,
2008,H,Air transport services,Coal,0.0,
2009,H,Air transport services,Coal,0.0,
2010,H,Air transport services,Coal,0.0,
2011,H,Air transport services,Coal,0.0,
2012,H,Air transport services,Coal,0.0,
2013,H,Air transport services,Coal,0.0,
2014,H,Air transport services,Coal,0.0,
2015,H,Air transport services,Coal,0.0,
2016,H,Air transport services,Coal,0.0,
2017,H,Air transport services,Coal,0.0,
2018,H,Air transport services,Coal,0.0,
2019,H,Air transport services,Coal,0.0,
2020,H,Air transport services,Coal,0.0,
2021,H,Air transport services,Coal,0.0,
1990,H,Warehousing and support services for transportation,Coal,0.031,
1991,H,Warehousing and support services for transportation,Coal,0.028,
1992,H,Warehousing and support services for transportation,Coal,0.019,
1993,H,Warehousing and support services for transportation,Coal,0.021,
1994,H,Warehousing and support services for transportation,Coal,0.02,
1995,H,Warehousing and support services for transportation,Coal,0.017,
1996,H,Warehousing and support services for transportation,Coal,0.013,
1997,H,Warehousing and support services for transportation,Coal,0.008,
1998,H,Warehousing and support services for transportation,Coal,0.01,
1999,H,Warehousing and support services for transportation,Coal,0.003,
2000,H,Warehousing and support services for transportation,Coal,0.002,
2001,H,Warehousing and support services for transportation,Coal,0.001,
2002,H,Warehousing and support services for transportation,Coal,0.0,
2003,H,Warehousing and support services for transportation,Coal,0.0,
2004,H,Warehousing and support services for transportation,Coal,0.0,
2005,H,Warehousing and support services for transportation,Coal,0.0,
2006,H,Warehousing and support services for transportation,Coal,0.002,
2007,H,Warehousing and support services for transportation,Coal,0.001,
2008,H,Warehousing and support services for transportation,Coal,0.002,
2009,H,Warehousing and support services for transportation,Coal,0.008,
2010,H,Warehousing and support services for transportation,Coal,0.001,
2011,H,Warehousing and support services for transportation,Coal,0.002,
2012,H,Warehousing and support services for transportation,Coal,0.002,
2013,H,Warehousing and support services for transportation,Coal,0.002,
2014,H,Warehousing and support services for transportation,Coal,0.002,
2015,H,Warehousing and support services for transportation,Coal,0.002,
2016,H,Warehousing and support services for transportation,Coal,0.002,
2017,H,Warehousing and support services for transportation,Coal,0.002,
2018,H,Warehousing and support services for transportation,Coal,0.002,
2019,H,Warehousing and support services for transportation,Coal,0.002,
2020,H,Warehousing and support services for transportation,Coal,0.002,
2021,H,Warehousing and support services for transportation,Coal,0.002,
1990,H,Postal and courier services,Coal,0.003,
1991,H,Postal and courier services,Coal,0.003,
1992,H,Postal and courier services,Coal,0.002,
1993,H,Postal and courier services,Coal,0.002,
1994,H,Postal and courier services,Coal,0.002,
1995,H,Postal and courier services,Coal,0.002,
1996,H,Postal and courier services,Coal,0.001,
1997,H,Postal and courier services,Coal,0.001,
1998,H,Postal and courier services,Coal,0.001,
1999,H,Postal and courier services,Coal,0.0,
2000,H,Postal and courier services,Coal,0.0,
2001,H,Postal and courier services,Coal,0.0,
2002,H,Postal and courier services,Coal,0.0,
2003,H,Postal and courier services,Coal,0.0,
2004,H,Postal and courier services,Coal,0.0,
2005,H,Postal and courier services,Coal,0.0,
2006,H,Postal and courier services,Coal,0.0,
2007,H,Postal and courier services,Coal,0.0,
2008,H,Postal and courier services,Coal,0.0,
2009,H,Postal and courier services,Coal,0.001,
2010,H,Postal and courier services,Coal,0.0,
2011,H,Postal and courier services,Coal,0.0,
2012,H,Postal and courier services,Coal,0.0,
2013,H,Postal and courier services,Coal,0.0,
2014,H,Postal and courier services,Coal,0.0,
2015,H,Postal and courier services,Coal,0.0,
2016,H,Postal and courier services,Coal,0.0,
2017,H,Postal and courier services,Coal,0.0,
2018,H,Postal and courier services,Coal,0.0,
2019,H,Postal and courier services,Coal,0.0,
